age,income,credit_score,loan_amount,loan_tenure_months,debt_to_income_ratio,num_open_accounts,num_credit_inquiries,months_employed,has_mortgage,default
47,150000.0,571,89105.79,36,0.3199,13,6,98,0,0
52,61282.93,757,46552.38,60,0.4364,9,1,231,0,0
47,61820.41,767,36817.89,48,0.1015,6,10,48,1,0
39,49676.07,671,72314.54,24,0.1949,4,4,161,1,0
69,104089.16,707,100000.0,60,0.2796,1,5,2,1,0
47,50794.33,711,62883.71,84,0.7324,9,2,7,0,0
61,48500.6,762,41098.37,36,0.0454,9,3,70,0,0
58,97664.79,708,47075.99,36,0.048,15,1,2,0,0
49,45745.58,544,42345.87,48,0.554,4,5,29,0,1
65,58754.47,811,36721.26,72,0.2946,1,10,5,0,0
28,27155.76,735,100000.0,48,0.0948,14,0,152,1,0
67,85143.66,609,23168.94,72,0.1734,9,4,360,0,0
63,150000.0,568,72616.21,12,0.4309,1,4,52,1,0
46,85871.96,690,33674.15,12,0.089,5,7,17,1,0
57,124355.49,628,14939.27,36,0.2468,15,8,16,1,0
47,39220.27,676,32435.52,24,0.1521,13,9,7,1,0
35,67383.95,709,26158.63,12,0.1184,9,2,20,1,0
61,37362.4,605,51356.48,24,0.1531,2,2,36,0,0
34,53429.44,561,38360.37,24,0.3226,10,5,13,1,1
37,88089.25,681,19668.7,84,0.2089,1,1,4,1,0
47,63001.28,607,87781.39,72,0.4172,6,5,174,0,0
63,29545.29,662,69848.26,36,0.4507,7,2,127,0,0
40,31023.04,543,94054.84,84,0.3826,12,3,100,0,0
46,30013.96,630,41863.88,72,0.2841,11,7,45,0,0
24,76552.06,707,35545.19,24,0.3128,8,1,43,1,0
27,150000.0,698,55389.0,48,0.1504,1,4,30,1,0
24,118329.59,587,25681.21,84,0.5987,1,7,34,0,1
25,23202.32,557,39262.92,48,0.3391,13,5,36,0,1
64,121849.01,651,32682.44,36,0.3048,10,9,29,0,0
63,95626.02,695,15114.04,84,0.1893,6,0,85,1,0
62,27649.14,682,39201.62,60,0.5697,12,4,26,0,0
24,51451.72,609,27873.17,48,0.198,14,0,216,0,0
25,103544.96,674,31397.03,84,0.4495,1,0,21,1,0
35,78843.23,770,45173.73,72,0.3587,14,4,10,0,0
49,31115.22,666,77926.39,36,0.3563,4,2,47,0,0
38,81256.9,519,21823.4,36,0.1404,12,1,81,1,0
45,20563.02,666,29675.14,12,0.0642,9,10,53,0,0
30,53561.67,814,22947.18,12,0.5142,12,8,76,0,0
57,105765.37,547,22068.17,84,0.6831,2,4,57,0,0
37,60427.35,652,25419.16,12,0.2279,10,10,28,0,0
25,46654.81,632,32277.63,72,0.171,15,0,46,0,0
58,93402.48,658,51612.7,24,0.3508,12,10,22,0,0
66,97477.41,666,44014.19,48,0.3267,12,9,177,0,0
22,115268.54,741,19261.93,72,0.5291,3,5,83,0,1
43,92704.4,657,78944.17,84,0.1191,5,7,37,0,0
62,102815.09,752,64000.58,36,0.2349,13,3,67,0,0
56,86375.06,641,21147.75,84,0.2165,7,10,86,0,0
63,68375.12,622,75694.94,48,0.0491,9,5,58,1,0
42,62614.65,596,44185.99,84,0.0843,3,2,34,0,0
40,53176.41,505,33061.57,12,0.1657,12,1,28,1,0
56,32657.04,672,45019.37,24,0.4604,7,7,68,1,0
29,37136.08,814,35758.29,60,0.2308,8,10,30,0,0
33,51999.68,687,50364.77,60,0.4271,15,7,33,0,1
51,67556.94,705,40635.17,72,0.2996,10,7,57,1,0
54,123057.41,617,29659.7,36,0.5088,7,8,12,0,0
27,58635.84,630,10769.83,60,0.0129,6,3,30,0,0
46,98887.5,729,49826.86,60,0.1025,10,3,37,0,0
39,102709.29,811,29021.92,84,0.4647,7,8,11,1,0
46,53331.19,769,57917.1,12,0.2714,4,7,26,0,0
68,80607.35,714,48484.77,12,0.3685,6,2,43,1,0
25,53010.01,653,29478.06,60,0.2827,5,0,6,0,0
70,115967.81,667,67090.18,12,0.3601,12,8,52,0,0
44,82283.15,590,41064.73,24,0.3611,8,9,13,0,0
59,33016.35,534,40062.09,48,0.3428,4,4,105,0,0
42,64910.35,560,33427.48,24,0.1224,3,9,23,0,0
37,136496.75,654,99721.19,24,0.0762,14,9,1,1,0
59,54687.17,627,23671.81,36,0.0898,14,7,8,1,0
55,74896.13,532,29923.38,60,0.4337,13,10,51,0,1
29,78663.88,647,17285.08,36,0.451,12,10,153,0,1
56,35656.56,625,56164.41,72,0.5097,13,3,35,0,0
58,77292.64,556,25609.29,24,0.2054,10,9,21,0,0
41,29824.41,620,27391.24,12,0.4235,14,6,2,1,0
67,43791.19,624,26631.18,24,0.7218,14,4,2,0,1
53,102524.95,601,37708.21,84,0.5889,7,2,36,1,0
38,71566.2,724,17146.41,24,0.15,4,7,32,0,0
22,51418.9,498,9452.67,12,0.1774,14,8,31,0,1
55,74849.19,491,47792.42,36,0.1918,13,2,7,0,0
32,58101.91,650,10217.58,60,0.0971,7,5,25,0,0
59,60251.89,658,60626.22,36,0.2425,14,9,166,0,0
47,83150.65,682,92514.13,36,0.1956,2,10,115,0,1
44,41619.17,607,32907.82,12,0.1745,13,4,56,0,1
30,61093.95,577,79197.16,60,0.7854,1,9,31,0,0
56,51219.0,649,35790.8,24,0.2347,2,9,45,0,0
30,27097.54,615,94801.9,12,0.6886,1,2,4,1,1
42,37788.95,774,27619.28,72,0.2569,2,5,4,1,0
62,131150.82,624,8787.37,84,0.3085,3,1,80,0,0
67,72573.97,646,34615.37,60,0.3375,6,0,34,0,0
70,30890.56,848,100000.0,84,0.2491,6,6,95,0,0
68,27717.6,634,50060.17,36,0.1569,7,0,53,1,0
49,56608.7,694,26656.97,48,0.1452,15,3,140,1,0
31,130691.29,702,44238.06,36,0.1332,8,1,13,1,0
63,54536.25,709,65034.61,48,0.6006,4,2,147,1,0
61,115093.46,673,34497.09,84,0.1435,3,2,12,1,0
70,71393.73,666,100000.0,60,0.5803,14,5,78,0,0
53,75782.69,658,26623.49,12,0.483,5,8,132,0,0
28,30703.74,604,66270.92,60,0.3295,13,5,35,1,0
46,95679.7,676,57363.43,36,0.1279,12,8,22,0,0
43,50641.87,812,23863.46,48,0.1721,13,5,31,0,0
63,92184.4,747,28150.93,48,0.2138,3,7,26,1,0
41,39851.49,674,66893.64,60,0.3986,12,3,134,1,1
38,65416.16,718,39611.42,84,0.3811,12,3,4,0,0
25,71396.31,580,44482.14,84,0.0324,15,1,156,0,0
62,55435.94,629,13608.09,84,0.1924,11,5,34,0,0
59,73296.83,726,53830.7,60,0.1884,2,2,48,0,0
24,52407.32,769,43147.43,24,0.1916,7,6,25,0,0
43,43281.05,588,34949.31,24,0.4888,8,7,109,1,1
45,133618.19,611,45095.38,72,0.2392,8,9,0,0,1
44,101161.79,825,28409.23,84,0.083,6,5,19,1,0
67,40927.91,658,25459.86,12,0.422,13,10,53,0,0
29,79556.45,796,31409.59,24,0.2642,5,5,14,0,0
37,41301.77,667,27487.27,60,0.5375,7,7,37,0,0
30,33112.22,670,100000.0,24,0.3321,7,10,10,1,1
33,100398.72,626,62763.09,12,0.2711,10,5,64,1,0
66,25538.7,725,20311.02,84,0.1406,8,10,14,0,1
68,95170.75,759,100000.0,12,0.4964,15,6,64,0,0
24,52766.87,567,28009.14,24,0.357,15,0,27,0,0
52,53864.49,622,36963.02,84,0.2166,7,5,199,0,0
33,73487.87,723,62221.15,12,0.3062,4,8,34,0,0
31,80065.43,640,11136.76,72,0.0301,12,7,23,0,0
36,39609.66,611,31501.31,48,0.2166,14,2,1,1,0
31,85721.83,731,25745.1,48,0.3922,14,3,36,0,0
46,63366.16,738,41070.61,72,0.3029,3,7,310,1,0
70,31951.44,614,45343.85,12,0.2989,1,8,55,1,0
50,54998.59,667,34670.5,12,0.3423,10,1,21,1,0
57,119448.37,553,33718.83,24,0.4124,5,5,77,0,0
46,138454.55,578,68808.24,48,0.332,5,1,38,0,0
22,85705.67,660,43516.33,84,0.3138,1,3,42,0,0
26,33018.66,653,37229.44,12,0.2519,15,10,17,0,1
35,76519.7,573,39684.75,36,0.1847,1,0,48,0,0
33,91622.34,593,100000.0,48,0.5041,10,6,77,0,0
63,86064.65,565,40279.76,24,0.2192,14,4,10,1,0
63,88652.29,686,26670.97,36,0.1499,1,3,19,0,0
63,71799.41,493,11551.85,24,0.1784,10,9,91,0,0
53,57745.1,569,15361.78,12,0.1462,14,9,103,0,0
49,44170.67,501,27440.75,48,0.2827,7,0,8,0,0
53,23179.7,684,34029.19,84,0.1361,5,3,265,0,0
41,70956.4,506,26020.17,36,0.246,11,2,16,0,0
54,65711.32,653,44832.4,60,0.5379,14,0,36,1,0
60,79125.3,781,25819.75,60,0.3271,9,5,9,1,0
59,30675.76,784,20979.61,72,0.2651,1,4,18,1,0
52,82661.43,506,52448.46,72,0.0713,11,4,55,0,0
24,150000.0,674,82589.41,84,0.3003,4,7,25,1,1
57,62269.38,571,18689.17,72,0.0175,15,10,33,1,0
39,58056.23,555,42033.81,84,0.4218,5,7,229,1,1
58,69877.65,641,11579.57,84,0.0542,10,6,148,0,0
48,150000.0,748,14992.08,72,0.0578,11,5,8,1,0
65,35888.64,698,25507.82,48,0.3206,7,4,35,0,0
38,66277.35,593,71750.22,36,0.2649,12,5,8,0,0
67,40141.71,706,22760.38,48,0.4429,14,2,5,0,0
63,45546.89,471,22255.39,72,0.433,10,5,15,0,1
38,58407.81,590,37110.39,72,0.1517,12,4,37,1,0
45,117437.51,584,37132.59,48,0.2584,1,4,18,1,0
48,147339.58,656,22672.8,12,0.2229,4,9,28,1,0
59,74912.13,634,100000.0,24,0.5214,7,0,21,0,0
55,49597.84,639,30970.24,60,0.3243,2,8,8,0,1
63,150000.0,636,38876.72,36,0.2108,8,1,28,0,1
40,48350.06,652,28536.3,48,0.2325,2,4,43,1,0
46,45000.64,693,47286.63,36,0.0366,6,7,4,0,0
43,24649.91,662,76189.16,12,0.5569,1,10,7,1,0
66,120336.32,627,98538.07,48,0.6285,7,8,30,0,0
36,97160.82,682,22986.0,48,0.611,7,7,56,0,0
50,150000.0,716,70296.49,72,0.1075,8,4,31,0,0
27,29888.78,606,50504.03,12,0.3777,15,3,10,0,0
63,124130.09,645,65167.88,48,0.4159,9,3,71,1,0
40,62011.04,743,34367.7,72,0.4273,3,9,97,0,0
38,89594.58,562,32460.38,24,0.1899,10,6,66,0,1
50,26268.12,794,63667.45,36,0.297,15,0,79,0,0
46,124746.74,543,64396.56,12,0.2676,4,0,12,1,0
63,88721.58,622,92914.25,60,0.4084,2,1,6,0,0
48,58720.55,574,40909.95,72,0.4381,14,6,23,0,1
47,82665.39,825,34059.06,48,0.1704,3,10,20,0,0
27,40833.27,610,8300.64,36,0.1221,13,5,22,0,0
23,44814.18,610,13811.32,72,0.3686,7,2,38,1,0
41,47490.15,620,28665.48,48,0.0333,12,4,5,1,0
70,23709.62,658,18757.79,36,0.4746,11,7,1,0,0
66,92122.94,624,59188.25,72,0.4141,13,0,92,0,0
52,108640.2,639,16547.45,24,0.5218,12,7,73,0,0
52,42164.25,368,26882.14,72,0.2554,8,10,36,1,1
41,71260.79,655,27523.19,24,0.2462,4,10,105,0,0
30,52429.77,651,74820.4,48,0.2374,15,1,49,1,0
22,70554.23,733,25211.53,24,0.2753,3,10,8,1,0
38,43748.45,755,47640.92,60,0.18,6,1,16,0,0
37,38495.15,635,40840.26,48,0.2341,5,5,71,0,0
31,101319.83,715,62440.73,24,0.5153,7,4,52,0,0
34,57992.25,562,60483.69,72,0.5984,4,7,131,0,1
23,150000.0,711,35594.13,84,0.1123,13,8,15,1,0
51,61276.7,604,13124.33,12,0.1018,7,6,25,0,0
67,37682.87,555,31601.36,48,0.6822,14,8,0,1,0
55,110577.34,635,35883.28,72,0.2006,1,10,10,0,0
43,82075.93,762,43114.11,72,0.0531,7,5,12,0,0
42,86114.79,664,23329.34,24,0.3639,9,6,49,0,0
37,108586.28,770,72008.59,12,0.1984,13,6,1,1,0
28,43200.26,590,36613.48,48,0.0955,11,2,103,1,0
51,56183.22,734,20904.12,60,0.284,10,5,95,0,0
49,54955.28,598,27585.99,36,0.2233,13,6,44,1,0
22,31402.0,668,100000.0,36,0.3066,6,0,97,0,0
42,52480.92,667,54102.02,48,0.1154,15,4,7,0,0
35,116796.66,703,68123.26,48,0.5358,14,3,30,1,0
30,67418.12,670,19439.22,48,0.3866,14,7,58,0,0
56,30545.4,591,24021.44,60,0.266,8,4,17,1,0
47,27503.82,720,24128.44,84,0.3241,2,1,25,1,1
53,137638.78,789,40564.0,72,0.2958,13,6,78,0,0
56,57230.4,603,32715.32,12,0.3235,7,5,62,1,0
70,43316.76,503,27073.3,36,0.2422,13,7,1,1,0
61,52208.68,690,29189.32,12,0.3381,1,8,31,0,0
52,28605.27,624,22552.0,84,0.3427,2,10,84,1,0
65,121972.1,640,32600.94,60,0.0734,6,6,1,1,0
45,49191.37,694,70822.31,24,0.3116,14,5,208,0,0
70,118622.42,613,14648.84,72,0.3501,1,3,3,0,0
59,61440.58,628,44707.1,48,0.2666,3,7,33,0,0
53,122365.28,642,83121.25,12,0.2116,8,4,84,0,0
66,68073.77,768,32535.52,24,0.4632,13,10,39,0,0
47,91731.06,652,26441.09,72,0.0308,3,7,93,0,0
57,85780.46,551,63230.3,36,0.2481,12,3,2,0,0
35,81768.35,554,20119.94,48,0.429,8,10,26,0,1
69,71251.22,661,35824.42,84,0.306,12,4,14,0,0
52,53293.77,560,19459.56,36,0.0743,11,6,13,1,0
60,150000.0,525,11824.62,12,0.2169,14,7,29,1,0
44,38045.25,701,33150.38,12,0.2072,1,7,37,0,0
64,60003.24,705,17016.91,84,0.3111,10,6,6,0,0
25,60321.44,621,36062.1,60,0.1665,7,8,69,1,0
27,73219.74,673,70899.44,36,0.2469,6,9,25,0,1
46,48303.71,665,100000.0,12,0.2585,12,1,23,1,0
57,70078.63,698,38411.71,60,0.2144,9,6,65,0,0
61,55026.97,698,66938.5,12,0.2374,7,6,131,0,0
43,27147.05,442,46137.33,12,0.0372,11,10,64,0,0
53,60160.79,631,28857.69,60,0.0351,9,6,6,0,0
49,34534.61,691,11443.01,60,0.1688,6,1,13,1,0
69,25154.88,617,96364.72,48,0.2772,6,8,1,1,0
54,64115.19,653,19351.76,84,0.6763,4,8,34,0,0
42,76415.56,710,83254.92,24,0.3679,5,9,46,0,1
69,77913.07,656,50115.45,48,0.4228,8,2,27,1,0
27,79505.81,771,20219.29,36,0.0902,3,1,29,1,0
70,22781.53,740,43791.68,36,0.2793,14,0,14,0,0
29,30317.84,641,100000.0,24,0.2687,9,4,20,0,1
36,150000.0,634,91253.04,72,0.2146,10,1,88,0,0
62,35468.34,422,26698.75,60,0.171,9,8,73,0,0
57,81260.92,624,23690.08,60,0.2919,14,6,79,1,0
69,42469.06,542,38565.94,12,0.4291,13,3,38,1,1
58,62307.46,668,32882.36,12,0.094,8,3,223,1,0
53,43624.44,662,74596.02,72,0.49,6,4,92,0,0
38,79282.33,706,56599.39,60,0.3256,15,1,47,1,0
22,64112.01,762,13156.29,12,0.2003,9,4,31,0,0
28,47851.37,648,47820.28,60,0.1276,12,6,31,0,0
36,35415.82,832,32615.58,84,0.3325,3,5,145,0,0
24,68451.93,669,37133.13,72,0.0921,6,5,91,0,0
46,32651.32,545,42165.84,24,0.3119,4,9,46,1,0
60,74142.23,605,74550.9,36,0.363,7,4,11,1,0
69,150000.0,620,65295.33,72,0.022,8,1,14,0,0
45,117604.79,697,23159.36,36,0.3208,15,5,61,0,0
64,85748.51,574,35060.58,72,0.0553,2,1,75,0,0
70,57365.38,626,27747.12,84,0.0126,15,9,79,0,0
64,22711.43,637,13238.6,36,0.2216,13,1,84,1,0
44,30910.67,614,34008.91,60,0.2915,7,7,95,1,0
37,113708.84,715,100000.0,48,0.2505,5,4,85,0,1
69,40340.93,701,13000.9,48,0.3371,13,5,8,1,0
33,42208.38,743,35794.98,12,0.488,3,9,37,1,0
42,55114.87,624,35112.66,84,0.4933,14,9,35,0,0
25,35206.18,746,43158.79,48,0.1894,15,1,73,0,0
60,32422.75,541,20381.14,24,0.1709,4,9,185,0,0
53,58382.0,539,15443.35,60,0.1765,9,3,74,0,0
26,38339.47,553,15880.41,36,0.123,8,4,121,1,0
32,41336.07,651,80705.36,72,0.2674,12,9,8,0,0
49,40514.07,746,20138.49,72,0.5171,12,1,49,1,0
48,77744.27,602,26910.25,36,0.4866,15,4,74,0,0
61,53313.09,612,100000.0,60,0.2167,2,1,2,0,0
35,54759.93,633,23375.57,12,0.14,13,6,34,0,0
67,80698.31,696,44597.8,84,0.222,13,7,47,1,0
43,55769.38,612,68753.78,48,0.3037,12,6,4,0,0
62,52097.55,607,66798.25,60,0.3242,4,10,103,1,0
33,75752.38,542,16334.82,60,0.2947,12,7,51,0,0
23,83625.09,604,23670.59,36,0.2482,8,0,20,0,0
24,55629.18,744,43539.26,60,0.2742,5,2,22,1,0
40,62336.59,657,100000.0,36,0.6484,6,5,48,0,1
68,40501.93,591,22996.41,60,0.661,7,5,145,1,0
24,38935.37,749,27006.48,12,0.2271,12,2,51,0,0
40,87954.4,603,46711.45,24,0.2197,4,5,26,0,0
27,74792.36,764,52669.66,84,0.1958,4,5,45,0,0
67,75180.65,762,54619.84,72,0.5576,6,4,9,0,1
55,68901.08,654,21855.03,12,0.4322,7,9,77,0,0
59,61273.43,530,26390.81,24,0.0898,15,4,3,0,0
56,84813.16,833,41328.22,48,0.405,4,8,27,0,0
54,95564.28,681,77449.92,12,0.5094,14,7,94,0,0
59,94429.99,624,31473.76,36,0.4852,1,10,43,0,1
22,56931.9,726,35832.8,36,0.1368,8,6,32,1,0
64,119790.1,706,19622.71,12,0.3342,13,5,84,0,0
58,67119.53,755,100000.0,36,0.1897,5,0,159,0,0
58,82140.63,597,39837.25,36,0.2005,4,7,4,0,0
41,68943.59,675,69331.38,12,0.1841,10,5,55,0,0
61,67744.83,555,36972.82,60,0.0559,4,9,29,1,0
40,41445.06,703,38221.76,24,0.2811,1,6,105,0,0
24,85022.86,648,14762.05,12,0.2658,1,7,20,0,0
66,150000.0,672,9992.03,12,0.2893,8,10,167,0,0
33,49642.49,638,76967.85,84,0.3857,8,10,79,0,0
26,62037.69,630,38056.8,12,0.4831,1,2,154,0,0
52,47901.27,581,41103.84,84,0.0489,5,2,16,0,0
33,46910.18,713,17163.97,24,0.1131,12,8,10,0,0
64,129602.16,769,21123.92,12,0.1403,9,1,19,1,0
43,42766.68,605,68691.53,48,0.5337,10,9,112,0,0
22,47238.28,694,100000.0,84,0.3959,11,1,74,0,0
68,27071.95,685,25015.12,12,0.3076,14,4,44,0,0
47,40994.54,651,54333.16,36,0.2673,1,9,70,0,1
34,25483.85,528,40701.29,72,0.051,8,1,174,0,0
55,82117.17,546,33781.97,12,0.3848,4,0,9,0,0
47,150000.0,588,100000.0,24,0.2657,11,8,96,0,1
23,49844.36,479,27669.31,36,0.1003,6,8,17,0,0
59,26020.01,763,76452.7,72,0.1942,3,8,37,0,0
41,93901.33,679,45654.34,72,0.0995,14,5,15,0,1
56,41628.38,648,35949.35,60,0.3747,8,8,14,0,0
65,114653.92,475,82719.47,60,0.2111,2,7,87,0,1
51,51999.3,504,43220.95,12,0.3153,4,4,5,1,0
54,43655.83,650,34274.04,24,0.4222,12,8,94,1,0
34,54776.76,808,83088.81,84,0.1245,8,2,14,1,0
33,87455.76,594,76845.9,72,0.0603,15,4,35,0,0
42,53438.66,719,74695.71,24,0.0607,1,9,32,0,0
63,46706.45,612,5000.0,60,0.3195,2,1,13,1,0
47,54208.02,654,47292.45,72,0.5064,11,4,82,0,0
39,31700.01,747,41244.39,72,0.3369,5,6,7,1,0
60,73021.98,622,35563.75,84,0.168,14,6,80,1,0
63,24505.1,595,52358.41,48,0.2785,12,10,162,0,0
66,47951.21,763,42460.7,12,0.0542,1,7,44,0,0
36,87526.13,654,54539.72,72,0.18,15,0,13,0,0
56,69669.93,737,30921.99,12,0.5345,15,10,0,0,0
50,80431.43,595,89224.27,60,0.2155,4,2,53,1,0
43,57958.19,763,57951.78,72,0.3275,10,6,7,0,0
41,107459.91,672,50287.71,12,0.6589,10,9,49,0,0
27,95068.18,685,48836.01,72,0.1258,1,6,11,0,0
35,74837.21,661,72719.79,72,0.4255,11,0,51,1,0
48,95203.59,610,67037.85,60,0.2284,15,3,20,0,0
65,87134.81,650,33939.57,36,0.1721,7,0,48,0,0
64,48063.02,615,65787.57,24,0.1223,15,4,14,0,1
31,30578.44,727,40313.08,60,0.3596,11,9,72,1,1
55,73878.79,634,100000.0,24,0.0624,12,2,2,0,0
26,78672.16,530,70167.23,60,0.0701,9,8,57,1,1
55,103283.82,516,24950.13,24,0.1255,11,0,76,1,0
38,37490.37,512,100000.0,36,0.3721,15,2,180,1,1
44,38054.87,699,10288.44,48,0.1872,9,6,21,1,0
57,75353.84,558,53231.89,24,0.1466,9,10,45,0,0
42,57781.07,674,23914.77,72,0.451,3,6,4,1,1
61,23321.23,661,100000.0,60,0.0622,8,7,13,1,1
48,72225.91,645,42263.69,12,0.526,13,8,24,0,0
70,23713.23,685,22555.24,72,0.266,11,1,5,1,0
53,37323.25,663,30949.22,72,0.204,11,10,238,1,0
36,117693.69,433,23662.37,72,0.0887,3,5,15,0,0
59,149109.99,624,30228.3,60,0.2589,13,3,1,0,0
41,32603.4,684,29816.33,60,0.1057,8,9,44,0,0
48,50782.36,781,23139.73,36,0.4485,7,5,62,0,0
28,61163.83,785,42703.59,24,0.3328,1,7,1,1,0
27,145890.77,541,45923.6,24,0.5669,14,4,22,0,0
50,46796.59,622,19974.59,36,0.1345,10,6,30,1,1
31,47172.1,525,13427.21,36,0.0871,5,1,2,1,0
70,129879.55,772,43764.31,72,0.1046,9,4,76,1,0
63,49642.64,731,49968.71,48,0.7202,14,4,44,0,1
56,85913.9,678,56282.0,36,0.2888,13,2,113,0,0
58,28607.62,663,50549.31,72,0.2921,5,10,5,0,1
51,54961.25,760,93305.1,72,0.2197,12,6,27,0,0
24,26113.34,747,66054.85,84,0.467,1,9,75,0,1
41,35322.77,743,100000.0,36,0.1324,7,1,90,0,0
46,91089.76,687,100000.0,24,0.2518,9,4,60,1,0
66,58398.61,622,12646.53,12,0.3091,10,8,109,1,0
32,51044.2,711,9717.82,24,0.437,1,1,25,0,0
46,41176.59,715,36154.81,60,0.3654,5,2,15,1,0
38,53619.71,635,49145.45,72,0.5662,4,10,29,0,1
28,69602.56,622,34699.1,60,0.125,6,1,159,0,0
27,97876.14,741,55389.66,84,0.2001,11,5,55,0,0
39,20000.0,783,30879.71,60,0.4774,2,0,99,0,0
26,39502.51,590,23947.75,84,0.2688,12,3,46,1,0
25,64831.58,629,26219.68,24,0.3956,2,8,18,0,0
39,56986.43,678,32205.71,36,0.2886,8,4,49,0,0
31,73254.0,689,60240.94,72,0.3015,13,5,33,0,0
49,68443.93,608,27118.07,60,0.0694,14,10,77,1,0
22,51408.87,801,30534.69,48,0.3487,15,4,1,0,0
36,46008.13,684,51130.17,84,0.3395,7,6,12,1,1
44,52957.73,693,32232.23,72,0.0964,8,5,106,0,0
69,106337.28,791,70970.98,36,0.243,14,7,36,0,0
53,41522.72,614,20916.56,60,0.1603,2,6,8,0,0
65,58023.11,643,18364.63,36,0.5901,14,9,114,1,0
38,65622.32,550,43598.47,36,0.2007,2,9,15,1,0
44,130636.7,636,46284.99,72,0.0532,2,10,171,0,0
42,51526.21,531,21612.44,60,0.4585,1,3,16,0,0
65,96703.35,710,81320.81,12,0.3554,4,1,64,0,0
69,110856.26,684,100000.0,60,0.1971,14,2,7,1,0
69,57995.63,628,24916.55,60,0.2789,4,8,59,1,0
58,53886.78,642,88643.71,48,0.3242,7,9,49,0,0
46,50790.93,711,8696.89,36,0.3637,13,2,139,0,0
48,52685.12,559,69263.09,60,0.234,14,5,7,0,0
70,91777.27,666,21705.96,84,0.3306,7,0,2,1,0
35,67205.14,706,65227.97,12,0.4074,6,6,37,0,0
38,67349.1,507,20398.86,60,0.0796,7,7,43,0,0
65,34111.45,705,34853.45,84,0.1087,9,1,22,1,0
40,36910.63,516,22335.46,36,0.1715,5,10,113,0,1
33,150000.0,641,31941.83,36,0.0762,11,9,4,0,0
49,54780.37,557,100000.0,24,0.6197,13,10,51,0,1
37,40644.3,764,34038.15,24,0.1063,1,10,35,1,0
65,122461.21,557,100000.0,36,0.4323,13,0,77,0,0
66,68933.96,518,28811.0,72,0.0854,11,4,67,0,0
36,79943.66,661,88881.46,24,0.1468,1,4,10,1,0
47,55880.82,617,13692.24,24,0.411,12,0,22,1,0
70,51055.24,530,30579.79,84,0.5099,8,10,114,0,1
58,55006.51,692,26326.57,84,0.0925,1,0,9,0,0
32,29990.35,491,91365.51,24,0.386,2,7,141,0,1
50,57298.88,567,40584.82,36,0.0574,1,3,12,0,0
52,69425.99,604,10374.96,36,0.0918,7,6,2,0,0
54,150000.0,714,16546.37,36,0.4517,8,5,44,0,0
23,62504.86,754,19779.53,24,0.5857,4,2,101,0,0
36,20000.0,738,63603.91,12,0.4746,15,4,191,1,0
63,57125.58,638,58865.15,60,0.4401,1,7,40,1,0
33,150000.0,456,30325.99,12,0.3245,15,6,107,0,0
36,92335.42,681,26131.43,60,0.2078,3,2,23,1,0
37,39916.92,768,55816.95,12,0.5176,2,2,19,0,0
30,80463.04,749,18440.16,24,0.3445,8,7,129,0,0
29,41315.51,687,47791.42,12,0.1513,12,2,101,0,0
39,30427.32,555,45411.05,36,0.0951,10,6,9,0,0
64,50302.76,608,30799.27,36,0.1401,12,10,213,1,0
22,62677.84,805,46101.78,36,0.2425,7,6,34,0,0
35,23480.42,537,38609.61,36,0.1987,14,3,101,1,0
24,33705.64,558,48944.96,84,0.419,12,7,30,0,0
49,60184.36,725,16310.08,48,0.1113,1,10,16,0,0
34,48820.88,616,52506.97,72,0.3165,8,7,127,0,0
60,72940.96,555,67235.78,24,0.0418,15,6,195,0,0
50,32619.51,772,44027.55,48,0.172,11,6,42,0,0
60,85567.16,687,52090.06,12,0.5046,13,0,18,0,0
53,33127.55,619,33997.71,24,0.1499,11,0,125,0,0
43,136130.21,558,61994.41,12,0.3939,10,6,87,1,0
64,25390.26,814,37765.39,12,0.0744,6,5,2,0,0
45,34673.22,648,18237.5,24,0.1529,2,10,1,1,0
68,73768.38,762,59404.76,24,0.2851,5,5,52,0,0
70,137601.43,721,13622.97,36,0.4424,4,9,41,0,0
50,70089.03,608,43030.65,72,0.2786,11,7,76,1,0
55,79334.55,609,28838.49,24,0.317,6,3,23,0,0
34,60401.45,766,27753.7,60,0.1138,6,9,6,0,0
61,35839.32,767,40263.2,36,0.2815,13,1,127,1,0
54,46860.52,500,23728.38,36,0.2878,3,7,29,0,1
66,32664.53,694,49381.13,84,0.2205,12,5,45,0,0
35,31591.55,640,37574.39,48,0.504,6,7,62,0,1
60,73194.42,567,25074.93,24,0.1173,15,1,42,1,0
45,34146.35,671,81056.99,24,0.0641,15,2,71,0,0
31,70247.29,542,41063.28,24,0.3101,7,3,143,1,0
30,31228.57,613,53022.97,72,0.4047,12,6,20,1,0
49,69438.14,586,84961.48,60,0.2593,14,10,87,1,1
37,46894.64,610,84129.04,24,0.3556,10,9,166,0,0
26,120971.2,644,51424.57,48,0.5836,14,7,26,1,0
42,70393.73,569,30284.92,48,0.1712,11,1,189,1,0
53,111067.28,776,15400.85,12,0.0864,1,8,32,0,0
37,41034.84,689,41110.32,84,0.4143,10,9,90,1,0
68,61578.72,794,70035.01,72,0.178,4,5,35,0,0
60,36660.55,637,44917.78,48,0.2841,9,0,26,0,0
47,48688.46,606,5000.0,72,0.3422,12,1,67,1,0
67,52519.92,791,61208.25,12,0.3639,3,8,4,0,0
43,41650.59,604,63506.62,84,0.7712,10,1,13,0,1
28,32605.9,636,30311.02,60,0.3233,9,3,41,0,0
